,Código,Categoría,Serie,Fecha Inicio,Fecha Fin,Última Actualización,Frecuencia
165,RD38116BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Salaverry,Ene-2005,Dic-2020,25-01-2022,M
166,RD38117BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Chimbote,Ene-2005,Dic-2020,25-01-2022,M
167,RD38118BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Marítima Del Callao,Ene-2005,Dic-2020,25-01-2022,M
168,RD38119BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Pisco,Ene-2005,Dic-2020,25-01-2022,M
169,RD38120BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Mollendo Matarani,Ene-2005,Dic-2020,25-01-2022,M
170,RD38121BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Arequipa,Ene-2005,Dic-2020,25-01-2022,M
171,RD38122BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Ilo,Ene-2005,Dic-2020,25-01-2022,M
172,RD38123BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Tacna,Ene-2005,Dic-2020,25-01-2022,M
173,RD38124BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Puno,Ene-2005,Dic-2020,25-01-2022,M
174,RD38125BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Cuzco,Ene-2005,Dic-2020,25-01-2022,M
175,RD38126BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Pucallpa,Ene-2005,Dic-2020,25-01-2022,M
176,RD38127BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Iquitos,Ene-2005,Dic-2020,25-01-2022,M
177,RD38128BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Aérea Del Callao,Ene-2005,Dic-2020,25-01-2022,M
178,RD38129BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Postal De Lima,Ene-2005,Dic-2020,25-01-2022,M
179,RD38130BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Desaguadero,Ene-2005,Dic-2020,25-01-2022,M
180,RD38131BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Tarapoto,Ene-2005,Dic-2020,25-01-2022,M
181,RD38132BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Puerto Maldonado,Ene-2005,Dic-2020,25-01-2022,M
182,RD38133BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",La Tina,Ene-2005,Dic-2020,25-01-2022,M
183,RD38134BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Dependencia Postal Arequipa,Ene-2005,Dic-2020,25-01-2022,M
184,RD38135BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Otros,Ene-2005,Dic-2020,25-01-2022,M
185,RD38136BM,"Importaciones por Aduana (Valores FOB en millones de US$)	
         - (25 series)",Total,Ene-2005,Dic-2020,25-01-2022,M
186,PN00178MM,"Liquidez de las sociedades creadoras de depósito (fin de periodo)	
         - (10 series)",Circulante (millones S/),Ene-1992,Jun-2023,20-07-2023,M
187,PN00181MM,"Liquidez de las sociedades creadoras de depósito (fin de periodo)	
         - (10 series)",Dinero (millones S/),Ene-1992,Jun-2023,20-07-2023,M
188,PN00184MM,"Liquidez de las sociedades creadoras de depósito (fin de periodo)	
         - (10 series)",Cuasidinero MN (millones S/),Ene-1992,Jun-2023,20-07-2023,M
189,PN00187MM,"Liquidez de las sociedades creadoras de depósito (fin de periodo)	
         - (10 series)",Liquidez en Soles (millones S/),Ene-1992,Jun-2023,20-07-2023,M
190,PN00190MM,"Liquidez de las sociedades creadoras de depósito (fin de periodo)	
         - (10 series)",Liquidez en Dólares (millones US$),Ene-1992,Jun-2023,20-07-2023,M
191,PN00193MM,"Liquidez de las sociedades creadoras de depósito (fin de periodo)	
         - (10 series)",Liquidez Total a Tipo de Cambio Corriente (millones S/),Ene-1992,Jun-2023,20-07-2023,M
192,PN00196MM,"Liquidez de las sociedades creadoras de depósito (fin de periodo)	
         - (10 series)",Liquidez Total a Tipo de Cambio Constante (millones S/),Ene-1992,Jun-2023,20-07-2023,M
193,PN00021MM,"Liquidez de las sociedades creadoras de depósito (fin de periodo)	
         - (10 series)",Liquidez - MN - Dinero - Depósitos a la Vista (millones S/),Ene-1992,Jun-2023,20-07-2023,M
194,PN00023MM,"Liquidez de las sociedades creadoras de depósito (fin de periodo)	
         - (10 series)",Liquidez - ME (millones S/),Ene-1992,Jun-2023,20-07-2023,M
195,PN00025MM,"Liquidez de las sociedades creadoras de depósito (fin de periodo)	
         - (10 series)",Coeficiente de Dolarización de la Liquidez (%),Ene-1992,Jun-2023,20-07-2023,M
196,PN00179MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% mensual)	
         - (7 series)",Circulante,Feb-1992,Jun-2023,20-07-2023,M
197,PN00182MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% mensual)	
         - (7 series)",Dinero,Feb-1992,Jun-2023,20-07-2023,M
198,PN00185MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% mensual)	
         - (7 series)",Cuasidinero MN,Feb-1992,Jun-2023,20-07-2023,M
199,PN00188MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% mensual)	
         - (7 series)",Liquidez en Soles,Feb-1992,Jun-2023,20-07-2023,M
200,PN00191MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% mensual)	
         - (7 series)",Liquidez en Dólares,Feb-1992,Jun-2023,20-07-2023,M
201,PN00194MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% mensual)	
         - (7 series)",Liquidez Total - a Tipo de Cambio Corriente,Feb-1992,Jun-2023,20-07-2023,M
202,PN00197MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% mensual)	
         - (7 series)",Liquidez Total - a Tipo de Cambio Constante,Feb-1992,Jun-2023,20-07-2023,M
203,RD38137BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales,Ene-2005,Dic-2021,17-07-2023,M
204,RD38138BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Pesqueros,Ene-2005,Dic-2021,17-07-2023,M
205,RD38139BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Agrícolas,Ene-2005,Dic-2021,17-07-2023,M
206,RD38140BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Mineros,Ene-2005,Dic-2021,17-07-2023,M
207,RD38141BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Petróleo  y  gas natural,Ene-2005,Dic-2021,17-07-2023,M
208,RD38142BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales,Ene-2005,Dic-2021,17-07-2023,M
209,RD38143BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Agropecuarios,Ene-2005,Dic-2021,17-07-2023,M
210,RD38144BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Pesqueros,Ene-2005,Dic-2021,17-07-2023,M
211,RD38145BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Textiles,Ene-2005,Dic-2021,17-07-2023,M
212,RD38146BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)","Productos no tradicionales - Maderas y papeles, y sus manufacturas",Ene-2005,Dic-2021,17-07-2023,M
213,RD38147BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Químicos,Ene-2005,Dic-2021,17-07-2023,M
214,RD38148BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Minerales  no  metálicos,Ene-2005,Dic-2021,17-07-2023,M
215,RD38149BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Sidero-metalúrgicos y joyería,Ene-2005,Dic-2021,17-07-2023,M
216,RD38150BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Metal-mecánicos,Ene-2005,Dic-2021,17-07-2023,M
217,RD38151BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Otros,Ene-2005,Dic-2021,17-07-2023,M
218,RD38152BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Otros,Ene-2005,Dic-2021,17-07-2023,M
219,RD38153BM,"Exportaciones por grupo de productos de Amazonas (Valores FOB en millones de US$)	
         - (17 series)",Total Exportaciones,Ene-2005,Dic-2021,17-07-2023,M
220,RD38154BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales,Ene-2005,Dic-2021,17-07-2023,M
221,RD38155BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Pesqueros,Ene-2005,Dic-2021,17-07-2023,M
222,RD38156BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Agrícolas,Ene-2005,Dic-2021,17-07-2023,M
223,RD38157BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Mineros,Ene-2005,Dic-2021,17-07-2023,M
224,RD38158BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Petróleo  y  gas natural,Ene-2005,Dic-2021,17-07-2023,M
225,RD38159BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales,Ene-2005,Dic-2021,17-07-2023,M
226,RD38160BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Agropecuarios,Ene-2005,Dic-2021,17-07-2023,M
227,RD38161BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Pesqueros,Ene-2005,Dic-2021,17-07-2023,M
228,RD38162BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Textiles,Ene-2005,Dic-2021,17-07-2023,M
229,RD38163BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)","Productos no tradicionales - Maderas y papeles, y sus manufacturas",Ene-2005,Dic-2021,17-07-2023,M
230,RD38164BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Químicos,Ene-2005,Dic-2021,17-07-2023,M
231,RD38165BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Minerales  no  metálicos,Ene-2005,Dic-2021,17-07-2023,M
232,RD38166BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Sidero-metalúrgicos y joyería,Ene-2005,Dic-2021,17-07-2023,M
233,RD38167BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Metal-mecánicos,Ene-2005,Dic-2021,17-07-2023,M
234,RD38168BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Otros,Ene-2005,Dic-2021,17-07-2023,M
235,RD38169BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Otros,Ene-2005,Dic-2021,17-07-2023,M
236,RD38170BM,"Exportaciones por grupo de productos de Ancash (Valores FOB en millones de US$)	
         - (17 series)",Total Exportaciones,Ene-2005,Dic-2021,17-07-2023,M
237,PN00180MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% 12 meses)	
         - (7 series)",Circulante,Ene-1993,Jun-2023,20-07-2023,M
238,PN00183MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% 12 meses)	
         - (7 series)",Dinero,Ene-1993,Jun-2023,20-07-2023,M
239,PN00186MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% 12 meses)	
         - (7 series)",Cuasidinero MN,Ene-1993,Jun-2023,20-07-2023,M
240,PN00189MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% 12 meses)	
         - (7 series)",Liquidez en Soles,Ene-1993,Jun-2023,20-07-2023,M
241,PN00192MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% 12 meses)	
         - (7 series)",Liquidez en Dólares,Ene-1993,Jun-2023,20-07-2023,M
242,PN00195MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% 12 meses)	
         - (7 series)",Liquidez Total - a Tipo de Cambio Corriente,Ene-1993,Jun-2023,20-07-2023,M
243,PN00198MM,"Liquidez de las sociedades creadoras de depósito - fin de periodo (var% 12 meses)	
         - (7 series)",Liquidez Total - a Tipo de Cambio Constante,Ene-1993,Jun-2023,20-07-2023,M
244,RD38171BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales,Ene-2005,Dic-2021,17-07-2023,M
245,RD38172BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Pesqueros,Ene-2005,Dic-2021,17-07-2023,M
246,RD38173BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Agrícolas,Ene-2005,Dic-2021,17-07-2023,M
247,RD38174BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Mineros,Ene-2005,Dic-2021,17-07-2023,M
248,RD38175BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos tradicionales - Petróleo  y  gas natural,Ene-2005,Dic-2021,17-07-2023,M
249,RD38176BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales,Ene-2005,Dic-2021,17-07-2023,M
250,RD38177BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Agropecuarios,Ene-2005,Dic-2021,17-07-2023,M
251,RD38178BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Pesqueros,Ene-2005,Dic-2021,17-07-2023,M
252,RD38179BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Textiles,Ene-2005,Dic-2021,17-07-2023,M
253,RD38180BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)","Productos no tradicionales - Maderas y papeles, y sus manufacturas",Ene-2005,Dic-2021,17-07-2023,M
254,RD38181BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Químicos,Ene-2005,Dic-2021,17-07-2023,M
255,RD38182BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Minerales  no  metálicos,Ene-2005,Dic-2021,17-07-2023,M
256,RD38183BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Sidero-metalúrgicos y joyería,Ene-2005,Dic-2021,17-07-2023,M
257,RD38184BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Metal-mecánicos,Ene-2005,Dic-2021,17-07-2023,M
258,RD38185BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Productos no tradicionales - Otros,Ene-2005,Dic-2021,17-07-2023,M
259,RD38186BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Otros,Ene-2005,Dic-2021,17-07-2023,M
260,RD38187BM,"Exportaciones por grupo de productos de Apurimac (Valores FOB en millones de US$)	
         - (17 series)",Total Exportaciones,Ene-2005,Dic-2021,17-07-2023,M
261,PN00496MM,"Crédito de las sociedades creadoras de depósito al sector privado (fin de periodo)	
         - (6 series)",Crédito MN (millones S/),Ene-1992,Jun-2023,20-07-2023,M
262,PN00499MM,"Crédito de las sociedades creadoras de depósito al sector privado (fin de periodo)	
         - (6 series)",Crédito ME (millones US$),Ene-1992,Jun-2023,20-07-2023,M
263,PN00502MM,"Crédito de las sociedades creadoras de depósito al sector privado (fin de periodo)	
         - (6 series)",Total a Tipo de Cambio Corriente (millones S/),Ene-1992,Jun-2023,20-07-2023,M
264,PN00505MM,"Crédito de las sociedades creadoras de depósito al sector privado (fin de periodo)	
         - (6 series)",Total a Tipo de Cambio Constante (millones S/),Ene-1992,Jun-2023,20-07-2023,M
265,PN00508MM,"Crédito de las sociedades creadoras de depósito al sector privado (fin de periodo)	
         - (6 series)",Total más Créditos de Sucursales en el Exterior a Tipo de Cambio Constante (millones S/),Ene-2001,Jun-2023,20-07-2023,M
266,PN00511MM,"Crédito de las sociedades creadoras de depósito al sector privado (fin de periodo)	
         - (6 series)",Coeficiente de Dolarización (%),Ene-1992,Jun-2023,20-07-2023,M
267,PN00497MM,"Crédito de las sociedades creadoras de depósito al sector privado - fin de periodo (var% mensual)	
         - (5 series)",Crédito MN,Feb-1992,Jun-2023,20-07-2023,M
268,PN00500MM,"Crédito de las sociedades creadoras de depósito al sector privado - fin de periodo (var% mensual)	
         - (5 series)",Crédito ME,Feb-1992,Jun-2023,20-07-2023,M
269,PN00503MM,"Crédito de las sociedades creadoras de depósito al sector privado - fin de periodo (var% mensual)	
         - (5 series)",Total a Tipo de Cambio Corriente,Feb-1992,Jun-2023,20-07-2023,M
270,PN00506MM,"Crédito de las sociedades creadoras de depósito al sector privado - fin de periodo (var% mensual)	
         - (5 series)",Total a Tipo de Cambio Constante,Feb-1992,Jun-2023,20-07-2023,M
271,PN00509MM,"Crédito de las sociedades creadoras de depósito al sector privado - fin de periodo (var% mensual)	
         - (5 series)",Total más Créditos de Sucursales en el Exterior a Tipo de Cambio Constante,Feb-2001,Jun-2023,20-07-2023,M
